cadena,dades_nutri,descr_add,format,info_prod,ingredients,instr,marca,nom_producte,preu,preu_volum,subconjunt
BonPreu,"per 100 g:Valors energètics  1493 kJ / 353 kcalGreixos  <0,5 gdels quals saturats  0 gHidrats de carboni  80 gdels quals sucres  74,4 gFibra alimentària  11 gProteïnes  2,7 gSal  0,02 g","Pasta de dàtil.Nom de l'operador:NUTRIEXPERIENCE, S.L.Avda. de Europa, 32, portal S, 4º B 28023, MADRIDAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.5kg,Pasta de dàtil Eos en pot de 500 grams,INGREDIENTS: dàtil (100%).,"Conservar en lloc fresc i sec (de 15 a 25ºC i humitat relativa <60%). Eviteu canvis excessius de temperatura.Un cop obert, conservar preferentment a la nevera.",EOS,EOS Pasta de dàtil Eos,5.49,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1370 kJ / 332 kcal  Greixos  12 g  saturats  5,2 g  Hidrats de carboni  16 g  sucres  0,5 g  Proteïnes  17 g  Sal  0,02 g","Cafè molt de torrada natural (80%) i torrefacte (20%).Per a cafetera exprés.Nom de l'operador:JACOBS DOUWE EGBERTS ES, SLU Calle Josep Pla, n. 2 08019, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt mescla Marcilla Crème Express en capsa de 250 grams,INGREDIENTS: cafè i sucre. El cafè torrefacte ha estat torrat amb sucres.,Preparació: 7g per tassa (30 - 40 ml). Premsar suaument anivellant el cafè al cassó. El temps d'extracció òptim és de 20-30 segons. Utilitzar aigua de la màxima puresa. Mantenir el cafè a l'envàs original en un lloc fresc i sec.,MARCILLA,MARCILLA Cafè molt exprés mescla,3.29,,Nutrició esportiva
BonPreu," Per 100 g  Valors energètics  966 kJ / 235 kcal  Greixos  11,7 g  saturats  5,3 g  Hidrats de carboni  0,1 g  sucres  0,1 g  Fibra alimentària  37,1 g  Proteïnes  13,8 g  Sal  0,01 g","Café molt de torrat natural.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt Bonka natural en envàs de 250 grams,INGREDIENTS: cafè molt.,"Es recomana: utilitzar una cafetera tradicional, posar la quantitat adequada per a un cafè: entre 6 i 8 g per tassa; utilitzar aigua embotellada. No deixar bullir el cafè. Remoure a la cafetera abans de servir. Servir-lo acabat de fer, mai reescalfat. Un cop obert el paquet, guardar-lo en un recipient hermètic. Conservar a la nevera.",BONKA,BONKA Cafè molt natural,1.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1371 kJ / 332 kcal  Greixos  12 g  saturats  5,5 g  Hidrats de carboni  12,7 g  sucres  0,5 g  Fibra alimentària  50,7 g  Proteïnes  18 g  Sal  9 g","Cafè.Nom de l'operador:OFISTRADE SABUENOS AIRES 38-40 ENTR. C 08036, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt Crema e Gusto Lavazza en paquet de 250 grams,INGREDIENTS: Cafè molt.,Conservar en lloc fresc i sec.,LAVAZZA,LAVAZZA Cafè molt Crema e Gusto,2.62,,Nutrició esportiva
BonPreu," per 100 ml  Valor energètic  332 kJ / 1370 kcal  Greixos  12 g  saturats  5,2 g  Hidrats de carboni  16 g  sucres  <0,5 g  Proteïnes  17 g  Sal  0,02 g","Cafè molt de torrada natural (50%) i torrefacte (50%).Intensitat 10.Nom de l'operador:JACOBS DOUWE EGBERTS ES, SLU Calle Josep Pla, n. 2 08019, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.5kg,Cafè molt mescla Marcilla Gran Aroma en paquet de 500 grams,INGREDIENTS: cafè i sucre.,"Per gaudir de tota la seva aroma i sabor, Marcilla recomana: conservar el cafè en un recipient hermètic i en un lloc fresc i sec. Utilitzar aigua de la màxima puresa. No deixar bullir el cafè. Remenar a la cafetera abans de servir. Servir el cafè acabat de fer, mai reescalfat.",MARCILLA,MARCILLA Cafè molt mescla,5.29,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1359 kJ / 329 kcal  Greixos  12 g  saturats  5,3 g  Hidrats de carboni  15 g  sucres  1,3 g  Fibra alimentària  50 g  Proteïnes  16 g  Sal  0 g","Cafè molt natural.Envasat al buit.Ingredient procedent del comerç just.Nom de l'operador:OXFAM INTERMONGRAN VIA DE LES CORTS CATALANES, 641 08010, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt natural Intermón Oxfam en envàs de 250 grams,INGREDIENTS: cafè molt de torrada natural.,Un cop obert el paquet guardar en un recipient hermètic i preferiblement al frigorífic.,INTERMÓN,INTERMÓN Cafè molt natural,2.65,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  1370 kJ / 332 kcal  Greixos  12 g  saturats  5,2 g  Hidrats de carboni  16 g  sucres  <0,5 g  Proteïnes  17 g  Sal  0,02 g","Cafè molt de torrada natural (50%) i torrada torrefacta (50%).Nom de l'operador:JACOBS DOUWE EGBERTS ES, SLU Calle Josep Pla, n. 2 08019, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt mescla Soley en envàs de 250 grams,INGREDIENTS: Cafè i sucre. Cafè torrefacte torrat amb sucre.,"Per a preparar un bon cafè, recordi: s'ha de guardar en un recipient hermètic en un lloc fresc i sec. No s'ha de deixar bullir el cafè. El cafè s'ha de servir acabat de fer, mai reescalfat.",SOLEY,SOLEY Cafè molt mescla,1.95,,Nutrició esportiva
BonPreu," Per 100 gr  Valor energètic  1368 Kj / 331 kcal  Greixos  12 g  saturats  5,3 g  Hidrats de carboni  16 g  sucres  1,7 g  Fibra alimentària  48 g  Proteïnes  17 g  Sal  0 g","Cafè molt de torrat natural procedent d'agricultura ecològica.Nom de l'operador:OXFAM INTERMONGRAN VIA DE LES CORTS CATALANES, 641 08010, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt natural ecològic Intermon en paquet de 250 grams,Cafè molt aromàtic amb un toc d'acidesa i marcat gust.,Consells de conservació: Un cop obert el paquet guardar en un recipient hermètic i preferiblement a la nevera.,INTERMÓN,INTERMÓN Cafè molt natural ecològic,3.24,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1370 kJ / 332 kcal  Greixos  12 g  saturats  5,2 g  Hidrats de carboni  16 g  sucres  0,5 g  Proteïnes  17 g  Sal  0,02 g","Cafè molt descafeïnat de torrada natural (50%) i torrefacte (50%).Nom de l'operador:JACOBS DOUWE EGBERTS ES, SLU Calle Josep Pla, n. 2 08019, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.2kg,Cafè molt mescla descafeïnat Marcilla Gran Aroma en envàs de 200 grams,INGREDIENTS: cafè i sucre. El cafè torrefacte ha estat torrat amb sucres.,"Es recomana mantenir el cafè en l'envàs original dissenyat per a conservar l'aroma d'un bon cafè. Utilitzar aigua de màxima puresa. No deixar bullir el cafè. Remoure la cafetera abans de servir. Servir el cafè acabat de fer, mai reescalfat.",MARCILLA,MARCILLA Cafè molt mescla descafeïnat,2.65,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1409 kJ / 342 kcal  Greixos  14,1 g  saturats  6,5 g  Hidrats de carboni  11,4 g  sucres  0,5 g  Fibra alimentària  52,6 g  Proteïnes  16 g  Sal  17,3 g","Cafè.Nom de l'operador:OFISTRADE SABUENOS AIRES 38-40 ENTR. C 08036, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè soluble Lavazza Espresso en llauna de 250 grams,INGREDIENTS: Cafè molt.,Conservar en lloc fresc i sec.,LAVAZZA,LAVAZZA Cafè molt espresso,5.45,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1370 kJ / 332 kcal  Greixos  12 g  saturats  5,2 g  Hidrats de carboni  16 g  sucres  0,5 g  Proteïnes  17 g  Sal  0,02 g","Cafè molt descafeïnat de torrat natural (80%) i torrefacte (20%).Nom de l'operador:JACOBS DOUWE EGBERTS ES, SLU Calle Josep Pla, n. 2 08019, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt descafeïnat mescla Marcilla Crème Express en capsa de 250 grams,INGREDIENTS: cafè i sucre. El cafè torrefacte ha estat torrat amb sucres.,Preparació: 7 g per tassa (30-40 ml). Premsar suaument anivellant el cafè al cassó. El temps d'extracció òptim és de 20-30 segons. Utilitzar aigua de la màxima puresa. Mantenir el cafè en l'envàs original en un lloc fresc i sec.,MARCILLA,MARCILLA Cafè molt descafeïnat mescla expréss,3.29,,Nutrició esportiva
BonPreu," Per 100 gr  Valor energètic  1529 kJ / 361 Kcal  Greixos  0,3 g  dels quals saturats  0,1 g  Hidrats de carboni  79,1 g  dels quals sucres  15,9 g  Fibra alimentària  9,3 g  Proteïnes  5,8 g  Sal  0,25 g","Extracte soluble de cereals torrats, malta i xicoira, amb mel i gelea reial.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.15kg,Cereals Eko Nestlé solubles amb mel i gelea reial en pot de 150 grams,"INGREDIENTS: Extracte de cereals 66,7% (ordi, malta d'ordi, sègol), xicoira (16,7%), mel amb gelea reial 11,9% (mel 97% de la barreja, gelea reial 3% de la barreja), sucre caramel·litzat, aroma, corrector d'acidesa (E525).",Posar llet calenta o freda en una tassa. Afegir 2 cullerades d'Eko (3 g) i remenar.,EKO,EKO Cereals solubles amb mel,2.75,,Nutrició esportiva
BonPreu," Per 100 g  Valors energètics  962 kJ / 235 kcal  Greixos  11,5 g  saturats  4,9 g  Hidrats de carboni  0,2 g  sucres  0,2 g  Fibra alimentària  42,2 g  Proteïnes  11,5 g  Sal  0,01 g","Cafè molt torrat natural (70%) i torrefacte (30%).Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt Bonka mescla en envàs de 250 grams,INGREDIENTS: cafè i xarop de glucosa. ,"Es recomana: utilitzar una cafetera tradicional, posar la quantitat adequada per a un cafè: entre 6 i 8 g per tassa; utilitzar aigua embotellada. No deixar bullir el cafè. Remoure a la cafetera abans de servir. Servir-lo acabat de fer, mai reescalfat. Un cop obert el paquet, guardar-lo en un recipient hermètic. Conservar a la nevera.",BONKA,BONKA Cafè molt mescla,1.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  577 kJ / 141 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  9,1 g  dels quals sucres  9,1 g  Proteïnes  2,7 g  Sal  0,2 g","Preparat de cafè soluble i xicoira soluble amb oligofructosa. Font de fibra.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.26kg,Soluble Nestlé Ricoré de xicoira i cafè en pot de 260 grams,"INGREDIENTS: cafè soluble (34,3%), oligofructosa (33%), xicoira soluble (30,8%), sulfat de magnesi.",Conservar en lloc fresc i sec.,NESTLÉ RICORÉ,NESTLÉ RICORÉ Soluble de xicoira i cafè,6.15,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  962 kJ / 235 kcalGreixos  11,5 gdels quals saturats  4,9 gHidrats de carboni  0,2 gdels quals sucres  0,2 gProteïnes  11,5 gFibra alimentària  42,2 gSal  0,01 g","Cafè molt de torrat natural (70%) i torrefacte (30%).Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt mescla Brasilia en paquet de 250 grams,"INGREDIENTS: cafè, xarop de glucosa.",Un cop obert manteniu en un recipient hermètic i en un lloc fresc i sec.,BRASILIA,BRASILIA Cafè molt mescla,1.79,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1317 kJ / 321 kcalGreixos  14 gdels quals saturats  6,1 gHidrats de carboni  2,0 gdels quals sucres  1,0 gProteïnes  16 gSal  0,03 g","Cafè molt ecològic torrat natural.Envasat per Cafès Pont SL per a Bon Preu SAU Ctra.C17 Km.73 08508, Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè molt ecològic natural Bonpreu en paquet de 250 grams,INGREDIENTS: cafè 100% aràbica torrat natural*.*Procedent d'agricultura ecològica.,"Conserveu-lo en un lloc fresc i sec. Un cop obert l'envàs, manteniu-lo en refrigeració en un recipient hermètic.",BONPREU,BONPREU Cafè molt ecològic natural,1.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1523 kJ / 359 kcal  Greixos  0,2 g  dels quals saturats  0,0 g  Hidrats de Carboni  78,6 g  dels quals sucres  3,1 g  Proteïnes  6,9 g  Sal  0,18 g","Extracte soluble de cereals ecològics torrats i xicoira ecològica.Producte d'agricultura ecològica.Natural.50 tasses per envàs.País d'origen: Portugal.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.15kg,Soluble de cereals Eko ecològics natural en pot de 150 grams,"INGREDIENTS: ordi ecològica (60%), sègol ecològic (20%), xicoira ecològica (20%).",Conservar en un lloc fresc i sec.Prepara la teva tassa. Posa llet calenta o freda en una tassa. Afegeix dues culleres d'EKO (3 grams) i remou. Per gaudir d'un sabor encara més intens a cereal afegeix 3 cullerades i/o prepara-t'ho amb beguda vegetal de civada.,EKO,EKO Soluble de cereals ecològics,2.40,,Nutrició esportiva
BonPreu," per 100 g Valor energètic 1601 kJ / 379 kcal  Greixos  6,9 g  dels quals saturats  6,3 g  Hidrats de carboni  66,9 g  dels quals sucres  55,3 g  Fibra alimentària  5,1 g  Proteïnes  8,7 g  Sal  0,9 g","Preparat alimentari per a beguda de cafè descafeïnat i llet desnatada en pols.Presentat en envàs de 10 sobres de 12,5 grams cada un.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",10 x 1 per paquet,Cafè Cappuccino descafeïnat Nescafé Gold en capsa de 10 sobres,"INGREDIENTS: sucre, llet desnatada en pols (20%), xarop de glucosa, cafè soluble descafeïnat (14%), greix vegetal (coco), lactosa, sal, corrector d'acidesa (E340), estabilitzants (E331, E452).","Abocar un sobre de Nescafé Cappuccino Descafeïnat en un got o tassa gran. Afegir 150 ml d'aigua calenta, sense que arribi a bullir, i remoure bé. Si es desitja, afegir sucre al gust. Variar la quantitat d'aigua per a obtenir un Cappuccino més o menys fort. La xocolata en pols és una suggerència de presentació.Conservar en lloc fresc i sec.",NESCAFÉ GOLD,NESCAFÉ GOLD Cafè Cappuccino descafeïnat,2.65,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  484 kJ / 118 kcal  Greixos  0,2 g  dels quals saturats  0,1 g  Hidrats de carboni  3,1 g  dels quals sucres  3,1 g  Proteïnes  7,8 g  Sal  0,25 g","Cafè soluble.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.2kg,Cafè soluble Nescafé Classic Natural en pot de 200 grams,INGREDIENTS: cafè soluble.,"Un cop obert, es recomana consumir abans de 6 setmanes.",NESCAFE,NESCAFE Cafè soluble natural,5.25,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  484 kJ / 118 kcal  Greixos  0,2 g  dels quals saturats  0,1 g  Hidrats de carboni  3,1 g  dels quals sucres  3,1 g  Proteïnes  7,8 g  Sal  0,25 g","Cafè soluble. Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.1kg,Cafè soluble Nescafé Classic Natural en pot de 100 grams,INGREDIENTS: cafè soluble.,"Preparació: posar 2 culleradetes en una tassa i afegir llet semidesnatada o aigua ben calenta. Un cop obert, es recomana consumir abans de 6 setmanes.",NESCAFE,NESCAFE Cafè soluble natural,3.41,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  484 kJ / 118 kcal  Greixos  0,2 g  dels quals saturats  0,1 g  Hidrats de carboni  3,1 g  dels quals sucres  3,1 g  Proteïnes  7,8 g  Sal  0,25 g","Cafè soluble descafeinat.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISSOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.1kg,Cafè soluble Nescafé Classic Descafeïnat en pot de 100 grams,INGREDIENTS: cafè soluble descafeïnat.,"Preparació: posar 2 culleradetes en una tassa i afegir llet semidesnatada o aigua ben calenta. Un cop obert, es recomana consumir abans de 6 setmanes.",NESCAFE,NESCAFE Cafè soluble descafeïnat,3.87,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  484 kJ / 118 kcal  Greixos  0,2 g  dels quals saturats  0,1 g  Hidrats de carboni  3,1 g  dels quals sucres  3,1 g  Proteïnes  7,8 g  Sal  0,25 g","Cafè soluble descafeïnat.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.2kg,Cafè soluble Nescafé Classic Descafeïnat en pot de 200 grams,INGREDIENTS: cafè soluble descafeïnat.,"Preparació: posar 2 culleradetes en una tassa i afegir llet semidesnatada o aigua ben calenta. Un cop obert, es recomana consumir abans de 6 setmanes.",NESCAFE,NESCAFE Cafè soluble descafeïnat,5.95,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  484 kJ / 118 kcal  Greixos  0,2 g  dels quals saturats  0,1 g  Hidrats de carboni  3,1 g  dels quals sucres  3,1 g  Fibra alimentària  34,1 g  Proteïnes  7,8 g  Sal  0,25 g","Cafè soluble amb magnesi.Envasat en atmosfera protectora.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.2kg,Cafè soluble natural Vitalissimo Nescafé en envàs de 200 grams,"INGREDIENTS: cafè, sulfat de magnesi.",Posar 2 culleradetes en una tassa i afegir llet semidesnatada o aigua ben calenta.,NESCAFE,NESCAFE Cafè soluble natural Vitalissimo,5.39,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  484 kJ / 118 kcal  Greixos  0,2 g  dels quals saturats  0,1 g  Hidrats de carboni  3,1 g  dels quals sucres  3,1 g  Proteïnes  7,8 g  Sal  0,25 g","Cafè soluble natural.Es presenta en lot de 10 sobres de 20 grams cada un.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",10 x 1 per paquet,Cafè soluble Nescafé Classic Natural en capsa de 10 sobres,INGREDIENTS: cafè soluble.,"Per preparar una tassa de Nescafé: abocar el contingut del sobre en una tassa i afegir llet semidesnatada o aigua ben calenta. Un cop obert, es recomana consumir abans de 6 setmanes.",NESCAFE,NESCAFE Cafè soluble natural,0.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  484 kJ / 118 kcal  Greixos  0,2 g  dels quals saturats  0,1 g  Hidrats de carboni  3,1 g  dels quals sucres  3,1 g  Fibra alimentària  34,1 g  Proteïnes  7,8 g  Sal  0,25 g","Cafè descafeïnat soluble. Es presenta en capsa amb 10 sobres de 20 grams cada un.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",10 x 1 per paquet,Cafè soluble Descafeïnat Nescafé Classic en capsa amb 10 sobres,INGREDIENTS: Cafè soluble descafeïnat.,Per a preparar una tassa de Nescafé: abocar el contingut del sobre en una tassa i afegir llet semidesnatada o aigua ben calenta.,NESCAFE,NESCAFE Cafè soluble descafeïnat natural,1.09,,Nutrició esportiva
BonPreu," Per 100 g  Valors energètics  1833 kJ / 434 kcal  Greixos  10 g  dels quals saturats  8,4 g  Hidrats de carboni  78 g  dels quals sucres  55 g  Fibra alimentària  2,5 g  Proteïnes  4,5 g  Sal  0,72 g","Preparat alimentari per a beguda de cafè amb llet.L'envàs conté 10 sobres individuals de 18 grams cada un.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",10 per paquet,Cafè amb llet i sucre 3 en 1 Nescafé en lot de 10 sobres,"INGREDIENTS: sucre (49,8%), xarop de glucosa, greix vegetal (palmist, coco), cafè soluble (11,8%), llet desnatada en pols (6,5%), aroma natural, sucre caramel·litzat, maltodextrina, proteïnes de llet, sal, corrector d'acidesa (E340), estabilitzants (E452, E331), emulgents (E472, E471), colorant (E101).","Preparació: abocar el contingut en una tassa. Afegir 200 ml d'aigua o llet calenta, sense que arribi a bullir i remenar bé.Conservar en lloc fresc i sec.",NESCAFE,NESCAFE Cafè amb llet i sucre 3 en 1,2.15,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1615 kJ / 383 kcalGreixos  7,5 gdels quals saturats  6,3 gHidrats de carboni  67,3 gdels quals sucres  50,4 gFibra alimentària  4,8 gProteïnes  8,9 gSal  0,85 g","Preparat alimentari per a beguda de cafè i llet desnatada en pols.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Cafè soluble Cappuccino Nestlé Gold en envàs de 250 grams,"INGREDIENTS: sucre, llet desnatada en pols (20,7%), xarop de glucosa, preparat de cafè soluble i cafè molt de torrat natural (13,8%), greix vegetal (coco), lactosa, corrector d'acidesa (E340), sal, estabilitzants (E331, E452).",Conservar en un lloc fresc i sec.Utilització: posa el contingut d'un sobre en una tassa. Aboca 150ml d'aigua o llet calenta i remou enèrgicament. Deixa-ho reposar 30 segons perquè la crema es formi i el cafè desplegament tots els seus aromes. Torna a remoure per gaudir d'un deliciós cappuccino.,NESCAFÉ GOLD,NESCAFÉ GOLD Cafè soluble Cappuccino,3.50,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1670 kJ / 400 Kcal  Greixos  20 g  dels quals saturats  12,5 g  Hidrats de carboni  29,4 g dels quals sucres  29,1 g  Proteïnes  21,2 g  Sal  1,03 g","Preparat a base de llet en pols i cafè soluble. De cada càpsula surt un cafè amb llet de 180 ml. Envasat en atmosfera protectora.Càpsules exclusives per al sistema Nescafé Dolce Gusto.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",16 per paquet,Càpsules de cafè amb llet Dolce Gusto en capsa de 16 càpsules,"INGREDIENTS: llet en pols (73,7%), cafè soluble (24%), estabilitzadors (fosfat dipotàssic, citrat trisòdic), emulgent (lecitina de soja).",Conservar en lloc fresc i sec.,DOLCE GUSTO,DOLCE GUSTO Càpsules de cafè amb llet,4.25,,Nutrició esportiva
