cadena,dades_nutri,descr_add,format,info_prod,ingredients,instr,marca,nom_producte,preu,preu_volum,subconjunt
BonPreu,"per 100 g:Valors energètics  1094 kJ / 267 kcalGreixos  17,1 gdels quals saturats  7,6 gHidrats de carboni  0,2 gdels quals sucres  0,2 gProteïnes  8,1 gFibra alimentària  38,7 gSal  0,01 g","Cafè molt de torrada natural descafeïnat.Envasat en atmosfera protectora. Càpsules exclusives per al sistema Nescafé Dolce Gusto.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",16 per paquet,Càpsules de cafè descafeïnat intens Dolce Gusto en capsa de 16  càpsules,INGREDIENTS: cafè molt de torrat natural descafeïnat.,"Conservar en lloc net, fresc i sec.",DOLCE GUSTO,DOLCE GUSTO Càpsules de cafè descafeïnat intens,4.25,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1473 kJ / 353 kcal  Greixos  16,7 g  dels quals saturats  10,4 g  Hidrats de carboni  25,1 g dels quals sucres  24,8 g  Proteïnes  19 g  Sal  0,9 g","Preparat a base de llet en pols i cafè soluble. De cada càpsula en surt un tallat Espresso Macchiato de 80 ml.Càpsules exclusives per al sistema Nescafé Dolce Gusto.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",16 per paquet,Càpsules de cafè tallat Dolce Gusto Espresso Macchiato en capsa de 16 càpsules,"INGREDIENTS: llet en pols (61,8%), cafè soluble (36,5%), estabilitzadors (fosfat de potassi, citrats de sodi), emulgent (lecitina de soja).",Conservar en lloc fresc i sec.,DOLCE GUSTO,DOLCE GUSTO Càpsules de cafè tallat,4.25,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1613 kJ / 385 kcalGreixos  9,7 gdels quals saturats  6,9 gHidrats de carboni  54 gdels quals sucres  47 gProteïnes  23 gSal  1,0 g","Preparat a base de llet en pols i cafè soluble en càpsules. Sense gluten.Envasat en atmosfera protectora.Envasat per Fast Eurocafé SA per a Bon Preu SAU, Ctra. C-17, km 73 - 08508 Les Masies de Voltregà.Càpsules de cafè compatibles amb màquines de cafè Nescafé Dolce Gusto (marques d'una companyia no relacionada amb Bon Preu SAU).Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",16 per paquet,Càpsules de cafè amb llet Bonpreu en capsa de 16 càpsules,"INGREDIENTS: llet semidesnatada en pols (55%), sèrum làctic en pols, cafè soluble (15%), antiaglomerant (fosfat tricàlcic) i aroma.",Conserveu-les en un lloc fresc i sec.Introduïu la càpsula a la cafetera compatible amb les càpsules. Recomanem usar una tassa de 180 ml per a una millor degustació del cafè. En cafeteres automàtiques recomanem que programeu la dosificació a 5 punts sobre el total de 7.Nota de tast: beguda amb crema abundant i aromes dolces que recorden el caramel toffee. Postgust a cafè amb notes dolces de crema de llet.,BONPREU,BONPREU Càpsules de cafè amb llet,2.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1765 kJ / 423 kcal Greixos  20,4 g  dels quals saturats  10,3 g  Hidrats de carboni  35,9 g  dels quals sucres  23,9 g  Fibra alimentària  12,9 g  Proteïnes  17,4 g  Sal  0,45 g","Cafè molt de torrada natural i llet en pols amb sucre.Envasat en atmosfera protectora.8 càpsules blanques amb llet i 8 càpsules negres amb cafè. Càpsules exclusives per al sistema Nescafé Dolce Gusto. Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",16 per paquet,Càpsules de cafè Cappuccino Dolce Gusto en capsa de 16 cápsules,"INGREDIENTS: llet en pols (82,4%), sucre. Pot contenir soja. Cafè molt de torrat natural.","Conservar en un lloc net, fresc i sec.",DOLCE GUSTO,DOLCE GUSTO Càpsules de cafè Cappuccino,4.25,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  1409 kJ / 342 kcal  Greixos  14,1 g  saturats  6,5 g  Hidrats de carboni  11,4 g  sucres  0,5 g  Fibra alimentària  52,6 g  Proteïnes  16 g  Sal  17,3 g","Cafè de torrat natural en gra.Envasat en atmosfera protectora.Nom de l'operador:OFISTRADE SABUENOS AIRES 38-40 ENTR. C 08036, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.5kg,Cafè en gra expresso Lavazza en paquet de 500 grams,INGREDIENTS: cafè en gra.,Conservar en lloc fresc i sec.,LAVAZZA,LAVAZZA Cafè en gra expresso,8.89,,Nutrició esportiva
BonPreu," per 100 ml  Valor energètic  1370 kJ / 332 kcal  Greixos  12 g  saturats  5,2 g  Hidrats de carboni  16 g  sucres  <0,5 g  Proteïnes  17 g  Sal  0,02 g","Cafè en gra de torrada natural (80%) i torrefacte (20%). Intensitat 10.Envasat en atmosfera protectora.Nom de l'operador:JACOBS DOUWE EGBERTS ES, SLU Calle Josep Pla, n. 2 08019, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.5kg,Cafè en gra mescla Marcilla Gran Aroma en paquet de 500 grams,INGREDIENTS: Cafè i sucre. El cafè torrefacte ha estat torrat amb sucres.,"Per a gaudir tota la seva aroma i gust, Marcilla recomana: un cop obert el paquet, després de la seva utilització, guardar en un recipient hermètic en un lloc fresc i sec. Mol només els grans de cafè que necessitis per a la cafetera que vagis a preparar. Per assegurar una extracció òptima del cafè, ajusta el grau de molt del teu molinet segons el tipus de cafetera: cafetera de foc: molt intermig; cafetera express: molt fi. Utilitza aigua de màxima puresa. Servir el cafè acabat de fer.",MARCILLA,MARCILLA Cafè en gra mescla,5.95,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  2270 kJ/544 kcal  Greixos  32 g  dels quals saturats  5,7 g  Hidrats de carboni  54 g  dels quals sucres  51 g  Fibra alimentària  3,6 g  Proteïnes  8,1 g  Sal  0,12 g","Crema de cacau i avellanes ecològica.País d'origen: Itàlia.Nom de l'operador:OFISTRADE SABUENOS AIRES 38-40 ENTR. C 08036, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.27kg,Crema de cacau ecològica Nocciolata en pot de 270 grams,"INGREDIENTS: sucre de canya*, pasta d'avellanes*(16%), oli de gira-sol*, llet desnatada en pols*, cacau*(6,5%), mantega de cacau*, emulgent: lecitina de gira-sol; extracte de vainilla*.Pot contenir altres fruits de closca.* Ecològic.",Conservar a temperatura ambient.,NOCCIOLATA,NOCCIOLATA Crema de cacau ecològica,3.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2299 kJ / 551 kcal  Greixos  33 g  dels quals saturats  5,4 g  Hidrats de carboni  57 g  dels quals sucres  55 g  Proteïnes  5 g  Sal  0,14 g  Fòsfor  141 mg  Magnesi  69 mg","Crema al cacau amb avellanes.Sense oli de palma.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.32kg,Crema de xocolata amb avellanes Nocilla en pot de 320 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids lactis, emulgents (lecitina de soja, E 476), aroma. Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de xocolata amb avellanes,2.85,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1525 kJ / 365 kcal  Greixos  11 g  dels quals saturats  6,3 g  Hidrats de carboni  39 g  dels quals sucres  24 g  Proteïnes  16 g  Sal  0,14 g","Preparat alimentari amb cacau.70% cacau.Sense gluten.Font de proteïnes i fibra.Per beure, en llet freda o calenta.Nom de l'operador:CHOCOLATES VALOR, SAC/Pianista Gonzalo Soriano, 13 03570, VILLAJOYOSA (ALICANTE)Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.3kg,Cacau soluble Valor en pot de 300 grams,"INGREDIENTS: cacau (70%) (cacau desgreixat en pols, cacau), sucre, midó modificat, emulgent: lecitina de soja, estabilitzador: goma guar, aromes (llet).","Mode de preparació: afegir 4 cullerades de postres (aprox. 20 grams) a 200 ml de llet calenta, remenar fins dissoldre.",VALOR,VALOR Cacau soluble,3.99,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  2279 kJ / 546 kcalGreixos  32,0 gdels quals saturats  5,9 gHidrats de carboni  58,0 gdels quals sucres  56,0 gProteïnes  5,0 gFibra alimentària  3,0 gSal  0,10 g","Crema al cacau amb avellanes.Sense oli de palma.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.9kg,Crema cacau amb avellanes Nocilla Original en pot de 900 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids làctics, emulgent (lecitina de soja), aroma.Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema cacau amb avellanes,4.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2279 kJ / 546 kcal  Greixos  32 g  dels quals saturats  6,4 g  Hidrats de carboni  58 g  dels quals sucres  56 g  Fibra alimentària  3 g  Proteïnes  5 g  Sal  0,14 g","Crema al cacau amb avellanes.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.62kg,Crema de cacau amb avellanes Nocilla en pot de 620 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids làctics, emulgent (lecitina de soja) i aroma.Pot contenir altres fruits de closca.","Mantenir fora del frigorífic, en lloc fresc i sec.",NOCILLA,NOCILLA Crema cacau amb avellanes,4.40,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2252 kJ / 539 kcal  Greixos  30,9 g  dels quals saturats  10,6 g  Hidrats de carboni  57,5 g  dels quals sucres  56,3 g  Proteïnes  6,3 g  Sal  0,104 g","Crema per untar d'avellanes i cacau.Nom de l'operador:FERRERO IBERICA SAWTC ALMEDA PARK. PLAÇA DE LA PAU, S/N EDIFICI 2 PLANTA 3 08940, CORNELLA DE LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.35kg,Crema de cacau i avellanes per untar Nutella en pot de 350 grams,"INGREDIENTS: sucre, mantega de palma, avellanes (13%), llet desnatada en pols (8,7%), cacau desgreixat (7,4%), emulgents: lecitines (soja), vainilla.",Conservar en lloc fresc i sec.,NUTELLA,NUTELLA Crema de cacau-avellanes per untar,2.95,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2252 kJ / 539 kcal  Greixos  30,9 g  dels quals saturats  10,6 g  Hidrats de carboni  57,5 g  dels quals sucres  56,3 g  Proteïnes  6,3 g  Sal  0,107 g","Crema per untar d'avellanes i cacau.Nom de l'operador:FERRERO IBERICA SAWTC ALMEDA PARK. PLAÇA DE LA PAU, S/N EDIFICI 2 PLANTA 3 08940, CORNELLA DE LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.7kg,Crema de cacau i avellanes per untar Nutella en pot de 700 grams,"INGREDIENTS: sucre, mantega de palma, avellanes (13%), llet desnatada en pols (8,7%), cacau desgreixat (7,4%), emulgents: lecitines (soja), vainillina. També conté fruita seca.",Conservar en lloc fresc i sec.,NUTELLA,NUTELLA Crema cacau i avellanes per untar,4.85,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1634 kJ / 386 kcal  Greixos  3,6 g  dels quals saturats  1,6 g  Hidrats de carboni  78,9 g  dels quals sucres  75,1 g  Proteïnes  5,1 g  Sal  0,41 g","Preparat alimentari al cacau de dissolució instantània en llet calenta o freda, ideal per a l'esmorzar o berenar.Sense gluten.Pais d'origen: Espanya.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.39kg,Cacau soluble Nesquik en llauna de 390 grams,"INGREDIENTS: sucre, cacau desgreixat (22,1%), vitamines (C, B1 i D), minerals (pirofosfat fèrric, sulfat de zinc), aroma, canyella, sal, oli de gira-sol, emulgent (lecitina de soja).","Posa en una tassa o got 200 ml de llet calenta o freda. Afegeix 3 cullerades de Nesquik. Conservar en lloc fresc, sec i apartar-lo d'olors intenses.",NESQUIK,NESQUIK Cacau soluble,2.25,,Nutrició esportiva
BonPreu," Per 100 g  Valors energètics  2252 kJ / 539 kcal  Greixos  30,9 g  dels quals saturats  10,6 g  Hidrats de carboni  57,5 g  dels quals sucres  56,3 g  Proteïnes  6,3 g  Sal  0,107 g","Crema per untar d'avellanes i cacau.Nom de l'operador:FERRERO IBERICA SAWTC ALMEDA PARK. PLAÇA DE LA PAU, S/N EDIFICI 2 PLANTA 3 08940, CORNELLA DE LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.2kg,Crema d'untar Nutella en pot de 200 grams,"INGREDIENTS: sucre, mantega de palma, avellanes (13%), llet desnatada en pols (8,7%), cacau desgreixat (7,4%), emulgents: lecitines (soja), vainillina.",Conservar en lloc fresc i sec.,NUTELLA,NUTELLA Crema cacau amb avellanes per untar,2.10,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2305 kJ / 552 kcal  Greixos  32 g  dels quals saturats  6,1 g  Hidrats de carboni  60 g  dels quals sucres  58 g  Fibra alimentària  1,8 g  Proteïnes  4,5 g  Sal  0,17 g","Doble crema al cacau i llet amb avellanes.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.62kg,Doble crema al cacau Nocilla en pot de 620 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, llet desnatada en pols (6,9%), mantega de cacau, sòlids lactis, cacau desgreixat en pols (4,3%) , avellanes (3,9%), emulgent (lecitina de soja), aromes.  Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Doble crema al cacau,4.40,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1593 kJ / 376 kcal  Greixos  2,4 g  dels quals saturats  1,5 g  Hidrats de carboni  78 g  dels quals sucres  70 g  Proteïnes  6,8 g  Sal  0,14 g","Preparat alimentari al cacau. País d'origen Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.383kg,Cacau soluble en pols Cola Cao Original en pot de 383 grams,"INGREDIENTS: sucre, cacau desgreixat natural (22%), crema de cereal kola maltejat (farina de blat, extracte de malta d'ordi, aroma natural: extracte de nou de cola), sals minerals (calci i fòsfor), aromes, sal.",Mantenir en un lloc fresc i sec.,COLA CAO,COLA CAO Cacau soluble en pols,2.99,,Nutrició esportiva
BonPreu,"t> per 100 g Valor energètic  1633 kJ / 386 kcal Greixos  3,8 g dels quals saturats  1,6 g Hidrats de carboni  79,2 g dels quals sucres  75,7 g Fibra alimentària  7,4 g Proteïnes  5,1 g Sal  0,37 g","Preparat alimentari al cacau de dissolució instantània en llet calenta o freda.Nom de l'operador:NESTLE ESPAÑA, SA AV PAISOS CATALANS,25-51 SAC Barcelona 08950, ESPLUGUES LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1.2kg,"Cacau soluble Nesquik en bossa de 1,2 kg","INGREDIENTS: sucre, cacau desgreixat (22,1%), vitamines (C, B1, D), minerals (pirofosfat fèrric, sulfat de zinc), aroma, canyella, sal, oli de gira-sol, emulgent (lecitina de soja).",Posa en una tassa o got 200 ml de llet (calenta o freda). Afegeix 3 cullerades de Nesquik. Remena i apunt a l'instant!!Conservar en lloc fresc i sec.,NESQUIK,NESQUIK Cacau soluble,4.56,,Nutrició esportiva
